,Eigenvalues,v values
0,0.35361918743034665,0.8
1,0.3518191120865861,0.8006636363636364
2,0.3500091568649064,0.8013272727272728
3,0.3481891742758007,0.8019909090909091
4,0.3463590130139811,0.8026545454545455
5,0.34451851781858883,0.8033181818181818
6,0.3426675293277855,0.8039818181818182
7,0.3408058839211355,0.8046454545454546
8,0.338933413564751,0.805309090909091
9,0.33704994563836277,0.8059727272727273
10,0.3351553027590282,0.8066363636363637
11,0.3332493025949159,0.8073
12,0.33133175766961565,0.8079636363636364
13,0.3294024751563827,0.8086272727272728
14,0.3274612566616661,0.8092909090909092
15,0.3255078979972411,0.8099545454545455
16,0.3235421889401894,0.8106181818181819
17,0.32156391297993764,0.8112818181818182
18,0.319572847051496,0.8119454545454546
19,0.31756876125394057,0.812609090909091
20,0.31555141855315105,0.8132727272727274
21,0.3135205744677139,0.8139363636363637
22,0.3114759767367898,0.8146
23,0.3094173649686894,0.8152636363636364
24,0.30734447026874717,0.8159272727272727
25,0.3052570148449977,0.8165909090909091
26,0.30315471159000684,0.8172545454545455
27,0.3010372636370671,0.8179181818181819
28,0.29890436388882474,0.8185818181818182
29,0.2967556945161882,0.8192454545454546
30,0.29459092642523116,0.8199090909090909
31,0.2924097186895152,0.8205727272727273
32,0.2902117179450886,0.8212363636363637
33,0.2879965577450755,0.8219000000000001
34,0.2857638578705477,0.8225636363636364
35,0.2835132235939665,0.8232272727272728
36,0.28124424489117267,0.8238909090909091
37,0.27895649559742974,0.8245545454545455
38,0.27664953250262125,0.8252181818181819
39,0.2743228943801142,0.8258818181818182
40,0.2719761009432824,0.8265454545454546
41,0.26960865172295284,0.8272090909090909
42,0.26722002485835855,0.8278727272727273
43,0.2648096757932807,0.8285363636363636
44,0.2623770358681452,0.8292
45,0.2599215107977342,0.8298636363636364
46,0.25744247902293743,0.8305272727272728
47,0.2549392899235732,0.8311909090909091
48,0.2524112618776823,0.8318545454545455
49,0.24985768015085222,0.8325181818181818
50,0.24727779459702334,0.8331818181818182
51,0.2446708171497608,0.8338454545454546
52,0.24203591908018138,0.834509090909091
53,0.23937222799441274,0.8351727272727273
54,0.2366788245397222,0.8358363636363637
55,0.23395473878294765,0.8365
56,0.23119894622671128,0.8371636363636364
57,0.22841036340218007,0.8378272727272728
58,0.2255878430038719,0.8384909090909092
59,0.22273016849016233,0.8391545454545455
60,0.21983604808288548,0.8398181818181818
61,0.21690410808102437,0.8404818181818182
62,0.21393288539012703,0.8411454545454545
63,0.21092081915196007,0.841809090909091
64,0.20786624133829948,0.8424727272727273
65,0.20476736614766794,0.8431363636363637
66,0.2016222780133908,0.8438
67,0.1984289179939175,0.8444636363636364
68,0.19518506827038468,0.8451272727272727
69,0.19188833441930772,0.8457909090909091
70,0.1885361250571845,0.8464545454545455
71,0.18512562836441307,0.8471181818181819
72,0.1816537848829994,0.8477818181818182
73,0.1781172558384836,0.8484454545454546
74,0.17451238605155595,0.8491090909090909
75,0.17083516026505285,0.8497727272727273
76,0.16708115139830954,0.8504363636363637
77,0.1632454588262972,0.8511000000000001
78,0.15932263422713958,0.8517636363636364
79,0.1553065917929536,0.8524272727272728
80,0.1511904985740285,0.8530909090909091
81,0.14696663930345882,0.8537545454545454
82,0.14262624804385965,0.8544181818181819
83,0.1381592961235442,0.8550818181818182
84,0.13355422163359953,0.8557454545454546
85,0.12879757950568518,0.8564090909090909
86,0.12387358166078712,0.8570727272727273
87,0.11876348181614048,0.8577363636363636
88,0.11344473554452206,0.8584
89,0.10788982625069952,0.8590636363636364
90,0.10206457868613873,0.8597272727272728
91,0.09592565677654007,0.8603909090909091
92,0.0894167044951074,0.8610545454545455
93,0.08246210465659783,0.8617181818181818
94,0.07495626615215625,0.8623818181818182
95,0.06674376146330882,0.8630454545454546
96,0.057578443671088386,0.863709090909091
97,0.04702555324555765,0.8643727272727273
98,0.034161438088651755,0.8650363636363636
99,0.011243321872003175,0.8657
